BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,comments,page number on schematic,part added to library?,Link to part,Link to datasheet
1,true,true,false,false,false,0,10113299,RESISTOR 18 KOHM 0.063W +/-1% 0603,A        ECO-R252636,2,Each,Production,,"R5,R15",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0718KL,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rc0603fr-0718kl/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10113300,RESISTOR 22 KOHM 0.063W +/-1% 0603,A        ECO-R252636,6,Each,Production,,"R8,R13,R20,R23,R31,R52",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-0722KL,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/4579884?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
1,true,true,false,false,false,0,10113301,RESISTOR 62 KOHM 0.063W +/-1% 0603,A        ECO-R252636,1,Each,Production,,R48,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0762KL,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/3619475?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
1,true,true,false,false,false,0,10021070,RESISTOR 40.2KOHM  0.1% 0.063W 0603,A        ECO-R252636,1,Each,Production,,R29,,,,,,Part,CBRM,,1,,,true,false,WELWYN,PCF0603R-40K2BT1,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/tt-electronics-welwyn/pcf0603r-40k2bt1/surface-mount-metal-film-resistor/dp/50M4549?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10000836,"RESISTOR 66,5K OHM, 0,063W, +/-0,1%, 0603",A        ECO-R252636,1,Each,Production,,R28,,,,,,Part,CBRM,,1,,,true,false,WELWYN,PCF0603R-66K5BT1,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/IRC-TT-Electronics/PCF0603R-66K5BT1?utm_term=PCF0603R-66K5BT1&qs=gM4izSCqNMnhB%2F%252bx%252bhevbw==&utm_campaign=PCF0603R-66K5BT1&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
1,true,true,false,false,false,0,10001204,RES 100K OHM 1/10W 1% 0603 SMD,A        MC002255,4,Each,Production,,"R3,R11,R16,R27",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-07100KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,,Yes - by exemption,RoHS compliant with 7(c)-I exemption and the exemption will be expired in 21 July 2021 for medical devices,,,,https://canada.newark.com/yageo/rc0603fr-07100kl/surface-mount-thick-film-resistor/dp/75X0140?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERJ-3EKF1003V,,RES 100K OHM 1/10W 1% 0603 SMD,Active,Preferred,,,Yes - by exemption,Rohs compliant with 7(c)-1 exemption and the exemption will be expired on 21/July/2021 for medical device,,,,https://canada.newark.com/panasonic/erj-3ekf1003v/res-thick-film-100k-1-0-1w-0603/dp/90W3101?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,true,true,false,false,false,0,10022548,"RESISTOR,10K OHM.0.063W,+/-1%,0603",C        ECO-R252636,12,Each,Production,,"R1,R6,R7,R9,R10,R17,R19,R21,R30,R49,R53,R56",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0710KL,,RES 10.0K OHM 1/10W 1% 0603 SMD,Active,Preferred,,"EXEMPTION LIST-7(C)-I,CONTAINS LEAD IN GLASS OR CERAMIC OTHER THAN DIELECTRIC CERAMIC CAPACITOR",Yes - by exemption,Rohs Compliant with exemption 7(c)-I for lead in glass. Exemption expires on 21 July 2021 for Medical devices,,,,https://canada.newark.com/yageo/rc0603fr-0710kl/res-thick-film-10k-1-0-1w-0603/dp/66R1987?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,RC1608F103CS,,GENERAL PURPOSE CHIP RESISTOR,Active,Preferred,,"EXEMPTION LIST-7(C)-I,CONTAINS LEAD IN GLASS OR CERAMIC OTHER THAN DIELECTRIC CERAMIC CAPACITOR",Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rc1608f103cs/samsung-electro-mechanics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
