Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,comments,page number on schematic,part added to library?,Link to part,Link to datasheet
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022543,"CONNECTOR,8 CONTACTS, 2.54PIN PITCH",C        ECO-R252633,1,Each,Production,,J6,,,,,,Part,CBRM,,1,,,TRUE,FALSE,MOLEX_RMS1,22057088,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://store.nacsemi.com/Products/Detail?auth=n&utm_campaign=listing&part=22057088&utm_medium=aggregator&Mfr=MOLEX&stock=XSKDRABA0005658&utm_source=findchips&utm_content=textlink,https://www.molex.com/pdm_docs/sd/022057088_sd.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022547,"RESISTOR, 0.047 OHM, 1W, +/-5%,2512",C        ECO-R252633,1,Each,Production,,R1,,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RL2512JK-070R047L,,"RESISTOR, CURRENT SENSE, METAL GLAZE/THICK FILM, 1 W, 5 %, 1200 PPM, 0.047 OHM, SURFACE MOUNT, 2512",Active,Preferred,,EU ROHS (2010/571/EU) 7( C )-1 & SS-00259 EXEMPTION:  ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS ARE ACCEPTABLE.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/yageo/rl2512jk-070r047l-3074457345639806529?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RL2512JK-070R047L,232276290470L,"RESISTOR, CURRENT SENSE, METAL GLAZE/THICK FILM, 1 W, 5 %, 1200 PPM, 0.047 OHM, SURFACE MOUNT, 2512",Active,Preferred,,BRAND: PHYCOMP. EU ROHS (2010/571/EU) 7( C )-1 & SS-00259 EXEMPTION:  ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS ARE ACCEPTABLE.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/yageo/rl2512jk-070r047l-3074457345639806529?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,VISHAY_RMS1,WSL2512R0470JEA,,POWER METAL STRIP LOW VALUE RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/emea/products/vishay/wsl2512r0470jea-3074457345630484178?CMP=EMEA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,VISHAY_RMS1,WSL2512R0470FEA,,LOW VALUE SURFACE MOUNT RESISTOR,Active,Preferred,,1% TOL.,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Vishay-Dale/WSL2512R0470FEA?utm_term=WSL2512R0470FEA&qs=fncU5wK7Cm%252bKNpPJjxRQpw==&utm_campaign=WSL2512R0470FEA&utm_medium=aggregator&utm_source=findchips&utm_content=Vishay,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022549,"RESISTOR,100KOHM,0.063W,+/-1%,0603",C        ECO-R252633,3,Each,Production,,"R3,R4,R7",,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-07100KL,232270461004L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION - 7(C)-1,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-07100kl/surface-mount-thick-film-resistor/dp/75X0140?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-1003ELF,,GENERAL PURPOSE CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION - 7(C)-1,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/bourns/cr0603-fx-1003elf/res-thick-film-100k-1-0-1w-0603/dp/84W7235?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-07100KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION - 7(C)-1,Yes - by exemption,RoHS compliant with 7(c)-I exemption and the exemption will be expired in 21 July 2021 for medical devices,,,,https://canada.newark.com/yageo/rc0603fr-07100kl/surface-mount-thick-film-resistor/dp/75X0140?CMP=AFC-SF-FC,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022550,"RESISTOR,680OHM, 0.063W, +/-1%,0603",C        ECO-R252633,3,Each,Production,,"R6,R9,R10",,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-07680RL,232270466801L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 680 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION -7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/1673656?utm_source=octopart.com&utm_medium=cpcbuynow&utm_content=instock&utm_campaign=Octopart_Ext_Referals,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-6800ELF ,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 680 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION -7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr0603-fx-6800elf/bourns,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-6800ELF ,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 680 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION -7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.newark.com/yageo/rc0603fr-07680rl/surface-mount-thick-film-resistor/dp/75X0158?st=RC0603FR-07680RL,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022555,"RESISTOR,0.1 OHM,1W,+/-5%,2512",C        ECO-R252633,1,Each,Production,,R40,,,,,,Part,CBRM,,1,,,TRUE,FALSE,BOURNS_RMS1,CRL2512-JW-R100ELF ,,ULTRA LOW RESISTANCE CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.newark.com/bourns/crl2512-jw-r100elf/res-thick-film-0r1-5-1w-2512-reel/dp/06X5095,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RL2512JK-070R1L,,"RESISTOR, CURRENT SENSE, METAL GLAZE/THICK FILM, 1 W, 5 %, 600 PPM, 0.1 OHM, SURFACE MOUNT, 2512",Active,Preferred,,ROHS EXEMPTION:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/8783649?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,VISHAY_RMS1,WSL2512R1000JEA,,POWER METAL STRIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/emea/products/vishay/wsl2512r1000jea-3074457345629215181?CMP=EMEA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,VISHAY_RMS1,WSL2512R1000FEA,,LOW VALUE SURFACE MOUNT CAPACITOR,Active,Preferred,,1% TOL.,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Vishay-Dale/WSL2512R1000FEA?utm_term=WSL2512R1000FEA&qs=ViWNInbc%252beVuqDCpvibv1w==&utm_campaign=WSL2512R1000FEA&utm_medium=aggregator&utm_source=findchips&utm_content=Vishay,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RL2512JK-070R1L,232276260107L,"RESISTOR, CURRENT SENSE, METAL GLAZE/THICK FILM, 1 W, 5 %, 600 PPM, 0.1 OHM, SURFACE MOUNT, 2512",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/8783649?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022558,"TRANSISTOR MOSFET, 30V, 0.93A, 0.25 OHM, N CHANNEL",B        ECO-R252633,3,Each,Production,,"T1,T8,T10",,,,,,Part,CBRM,,1,,,TRUE,FALSE,INTERNATIONAL RECTIFIER_RMS1,IRLML2803PBF,,"MOSFET, N-CH 30 V 850 mA 0.3 ohm SOT-23",Active,Preferred,,EXEMPT AS PER 7C,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/irlml2803pbf/224906135?utm_term=irlml2803pbf&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,https://www.infineon.com/dgdl/irlml2803pbf.pdf?fileId=5546d462533600a4015356682aff260f
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,INTERNATIONAL RECTIFIER_RMS1,IRLML2803TRPBF,,"MOSFET, N-CH 30 V 850 mA 0.3 ohm SOT-23",Active,Preferred,,TAPE & REEL.EXEMPT AS PER 7C,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/infineon/irlml2803trpbf/n-channel-mosfet-30v-1-2a-sot/dp/97K2352?ost=9102701&CMP=GRHB-SF-FC&ddkey=https%3Aen-CA%2FElement14_Canada%2Fw%2Fsearch,https://www.infineon.com/dgdl/irlml2803pbf.pdf?fileId=5546d462533600a4015356682aff260f
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022559,"TRANSISTOR MOSFET, 60V, 16.7A,  N CHANNEL",B        ECO-R252633,6,Each,Production,,"T2,T3,T4,T5,T6,T7",,,,,,Part,CBRM,,1,,,TRUE,FALSE,INTERNATIONAL RECTIFIER_RMS1,IRFR024NTRPBF,,MOSFET N-CH 55V 17A DPAK,Active,Preferred,,EXEMPT AS PER 7(C),Yes - by exemption,Legacy Inventory Status: Cleared,Double footprint T2-T7/ZT2-ZT7 (TH/SMD),,,https://www.tme.eu/en/details/irfr024ntrpbf/smd-n-channel-transistors/infineon-irf/?utm_campaign=compare-2020-04&utm_medium=cpc&utm_source=findchips.com,https://www.infineon.com/dgdl/irfr024npbf.pdf?fileId=5546d462533600a40153562cf721203c
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022561,"CAPACITOR TANTALUM,22UF,+/-10%,35V",D        ECO-R252633,1,Each,Production,,C4,,,,,,Part,CBRM,,1,,,TRUE,FALSE,AVX_RMS1,TAJD226K035R,,TAJ SERIES STANDARD TANTALUM,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/tajd226k035r/393053315?utm_term=tajd226k035r&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,http://datasheets.avx.com/TAJ.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,AVX_RMS1,TAJD226K035RNJ,,STANDARD TANTALUM,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/tajd226k035rnj/393053316?utm_term=tajd226k035rnj&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,http://datasheets.avx.com/TAJ.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,KEMET_RMS1,T491D226K035AT,,"CAPACITOR TANTALUM, 22UF, +/-10%, 35V",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/t491d226k035at/kemet-corporation,https://content.kemet.com/datasheets/KEM_T2005_T491.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022562,"DIODE SCHOTTKY, 1A, 200V,SMA",C        ECO-R252633,3,Each,Production,,"D8,D9,D10",,,,,,Part,CBRM,,1,,,TRUE,FALSE,VISHAY_RMS1,ES1D-E3/5AT,,SURFACE MOUNT ULTRAFAST PLASTIC RECTIFIER,Active,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/es1d-e3-5at/rectifier-single-1a-200v-do-214ac/dp/60AC3646?CMP=AFC-SF-FC,http://www.vishay.com/docs/88586/es1.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,VISHAY_RMS1,ES1D-E3/61T,,SURFACE MOUNT ULTRAFAST PLASTIC RECTIFIER,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/es1d-e3-61t/ultrafast-diode-1a-200v-do-214ac/dp/76K4800?CMP=AFC-SF-FC,http://www.vishay.com/docs/88586/es1.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FAIRCHILD SEMICONDUCTOR_RMS1,ES1D,,SURFACE MOUNT ULTRAFAST PLASTIC RECTIFIER,Active,Preferred,,ROHS COMPLIANT WITH EXEMPTIONS 7A.LEAD IN HIGH MELTING TEMPERATURE TYPE SOLDERS (I.E. LEAD BASED SOLDER ALLOYS  CONTAINING 85 % BY WEIGHT OR MORE LEAD).,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/32234,https://www.onsemi.com/pub/Collateral/ES1D-D.PDF
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10022924,TEST POINT,B        ECO-R252633,1,Each,Production,,PT1,,,,,,Part,CBRM,,1,,,TRUE,FALSE,NICOMATIC_RMS1,C12000B,,TEST POINT,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,KEYSTONE ELECTRONICS CORP,5015,,PC TEST POINT MINIATURE SMT,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/8064685?utm_source=octopart.com&utm_medium=cpcbuynow&utm_content=instock&utm_campaign=Octopart_Ext_Referals,https://www.keyelco.com/userAssets/file/M65p55.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10052305,"PCB CONNECTOR HE10, 10 PINS",B        ECO-R252633,1,Each,Production,,J2,,,,,,Part,CBRM,,1,,,TRUE,FALSE,3M_RMS1,7810-0000PR,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://estore.heilind.com/partdetail.asp?pn=7810%2D0000PR&dp=MMM7000090296&utm_source=findchipsam&utm_medium=buy,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095969,"CAPACITOR,470UF, +/-20%,25V",A        ECO-R252633,1,Each,Production,,ZC27,,,,,,Part,CBRM,,1,,,TRUE,FALSE,PANASONIC_RMS1,EEEFK1E471P,,CAP ALUM 470UF 20% 25V SMD,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,"Double footprint ZC27/C27 (C27=TH, ZC27=SMD)",,,https://www.questcomp.com/part/4/eeefk1e471p/179438963?utm_term=eeefk1e471p&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1181.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,NICHICON_RMS1,UCD1E471MNL1GS,,CAP ALUM 470UF 20% 25V SMD,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.digikey.com/product-detail/en/nichicon/UCD1E471MNL1GS/493-6386-2-ND/2549672,https://www.nichicon.co.jp/english/products/pdfs/e-ucd.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095970,IC TIMER,A        ECO-R252633,1,Each,Production,,IC2,,,,,,Part,CBRM,,1,,,TRUE,FALSE,TEXAS INSTRUMENTS_RMS1,SE555DRG4,,PRECISION TIMER,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.ti.com/store/ti/en/p/product/?p=SE555DRG4&HQS=corp-tistore-null-storeinv-invf-store-findchips-wwe,http://www.ti.com/lit/ds/symlink/se555.pdf?ts=1587916432838
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TEXAS INSTRUMENTS_RMS1,SE555DG4,,PRECISION TIMER,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.rocelec.com/part/TEXTISSE555DG4?utm_medium=buyNow&utm_source=findChips,http://www.ti.com/lit/ds/symlink/se555.pdf?ts=1587916432838
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095971,"INDUCTOR 22UH,1.8-2A",A        ECO-R252633,1,Each,Production,,L1,,,,,,Part,CBRM,,1,,,TRUE,FALSE,WURTH ELEKTRONIK GMBH,744772220,,CHOKE COIL 22UH 2.3A 0.055R,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.fr/ProductDetail/Wurth-Elektronik/744772220?qs=%2Fha2pyFadug%2FIiObFAT6jTfb88yJpLBpw5FnafHslt0Iyldq8dzV%252Bg%3D%3D&utm_source=octopart&utm_medium=aggregator&utm_campaign=710-744772220&utm_content=Wurth%20Elektronik,https://www.we-online.de/katalog/datasheet/744772220.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095972,"TRANSISTOR MOSFET, 60V, 50A, P CHANNEL",A        ECO-R255176,1,Each,Production,,T9,,,,,,Part,CBRM,,1,,,TRUE,FALSE,VISHAY_RMS1,SUD50P06-15L-E3,,MOSFET P-CH 60V 50A TO252,Active,Preferred,,ROHS,Yes - by exemption,RoHS exemption 7a,,,,https://canada.newark.com/vishay/sud50p06-15l-e3/p-channel-mosfet/dp/06J8479?CMP=AFC-SF-FC,http://www.vishay.com/docs/72250/sud50p06.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095973,"CAPACITOR ARRAY, 47PF, 50V, +/-10%,NPO,0612",A        ECO-R252633,2,Each,Production,,"C22,C23",,,,,,Part,CBRM,,1,,,TRUE,FALSE,AVX_RMS1,W3A45A470KAT2A,225514611532,"ISOLATED C NETWORK, 50V, C0G, 0.000047UF, SURFACE MOUNT, CHIP-8",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/w3a45a470kat2a/avx,http://datasheets.avx.com/CapArray.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAGEO_RMS1,CA0612JRNPO9BN470,,,Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/yageo/ca0612jrnpo9bn470-3074457345639885215?CMP=EMA_FindChips_inventoryfeed_VSE,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-4C-Array_16V-to-50V_5.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095974,"CAPACITOR,1000UF,+/-20%,35V",A        ECO-R252633,2,Each,Production,,"C28,C29",,,,,,Part,CBRM,,1,,,TRUE,FALSE,ILLINOIS_CAPACITOR_RMS1,108TTA035M,,"Alu capacitor 1000UF, 35V, 20%, AXIAL 13X26MM",Active,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/108tta035m/illinois-capacitor,https://www.illinoiscapacitor.com/pdf/seriesDocuments/TTA%20series.pdf
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095975,"RESISTOR,10K OHM.0.063W,+/-1%,0603",A        ECO-R252633,4,Each,Production,,"R2,R5,R37,R42",,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-0710KL,,RES 10.0K OHM 1/10W 1% 0603 SMD,Active,Preferred,,ROHS EXEMPTION 7(C)-1,Yes - by exemption,Rohs Compliant with exemption 7(c)-I for lead in glass. Exemption expires on 21 July 2021 for Medical devices,,,,https://canada.newark.com/yageo/rc0603fr-0710kl/res-thick-film-10k-1-0-1w-0603/dp/66R1987?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-0710KL,232270461003L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 10000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0710kl/res-thick-film-10k-1-0-1w-0603/dp/66R1987?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-1002ELF,,CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/bourns/cr0603-fx-1002elf/res-thick-film-10k-1-0-1w-0603/dp/84W7233?CMP=AFC-SF-FC,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095977,"RESISTOR,4.7KOHM,0.063W,+/-1%",A        ECO-R252633,1,Each,Production,,R8,,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-074K7L,232270464702L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 4700 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION :7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/43251,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-074K7L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 4700 OHM, SURFACE MOUNT, 0603",Active,Alternate,,ROHS EXEMPTION :7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095979,"RESISTOR,100 OHM,0.063W,+/-1%, 0603",A        ECO-R252633,3,Each,Production,,"R11,R12,R13",,,,,,Part,CBRM,,1,,,TRUE,FALSE,TYCO ELECTRONICS,CRG0603F100R,,THICK FILM CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.te.com/usa-en/product-1622828-1.html?elqCampaignId=87913&te_bu=Cor&te_type=srch&te_campaign=sfm_glo_cor-sfm-global-srch-prtnr-findchips-organic_sma-298_1,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-1000ELF,,CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/bourns/cr0603-fx-1000elf/res-thick-film-100r-1-0-1w-0603/dp/84W7231?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-07100RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 100 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,https://canada.newark.com/yageo/rc0603fr-07100rl/surface-mount-thick-film-resistor/dp/75X0141?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-07100RL,232270461001L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 100 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-07100rl/surface-mount-thick-film-resistor/dp/75X0141?CMP=AFC-SF-FC,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095980,"RESISTOR, 10 OHM,0.063W, +/-1%, 0603",A        ECO-R252633,6,Each,Production,,"R20,R30,R31,R32,R33,R35",,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-0710RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 200 PPM, 10 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0710rl/res-thick-film-10r-1-0-1w-0603/dp/66R1992?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-0710RL,232270461009L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 200 PPM, 10 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0710rl/res-thick-film-10r-1-0-1w-0603/dp/66R1992?CMP=AFC-SF-FC,
